waktu,SO2
2023-08-16,4.698
2023-08-17,1.496
2023-08-18,3.396
2023-08-19,2.828
2023-08-20,7.803
2023-08-21,3.981
2023-08-22,1.321
2023-08-23,1.698
2023-08-24,1.985
2023-08-25,0.612
2023-08-26,8.199
2023-08-27,7.432
2023-08-28,4.396
2023-08-29,4.199
2023-08-30,0.218
2023-08-31,0.377
2023-09-01,1.616
2023-09-02,0.308
2023-09-03,2.383
2023-09-04,0.967
2023-09-05,1.956
2023-09-06,10.937
2023-09-07,4.851
2023-09-08,1.498
2023-09-09,7.76
2023-09-10,1.086
2023-09-11,12.402
2023-09-12,4.617
2023-09-13,-0.24
2023-09-14,2.161
2023-09-15,-0.451
2023-09-16,0.52
2023-09-17,2.329
2023-09-18,0.474
2023-09-19,2.7
2023-09-20,6.138
2023-09-21,7.159
2023-09-22,8.144
2023-09-23,-0.73
2023-09-24,1.325
2023-09-25,8.207
2023-09-26,-0.803
2023-09-27,7.331
2023-09-28,2.968
2023-09-29,6.286
2023-09-30,7.176
2023-10-01,0.66
2023-10-02,1.261
2023-10-03,1.565
2023-10-04,-0.352
2023-10-05,-1.031
2023-10-06,1.525
2023-10-07,1.636
2023-10-08,4.773
2023-10-09,1.088
2023-10-10,4.35
2023-10-11,3.484
2023-10-12,1.073
2023-10-13,3.869
2023-10-14,0.568
2023-10-15,0.514
2023-10-16,1.8465000000000003
2023-10-17,0.752
2023-10-18,0.594
2023-10-19,0.971
2023-10-20,0.534
2023-10-21,6.517
2023-10-22,5.127
2023-10-23,2.855
2023-10-24,9.418
2023-10-25,1.636
2023-10-26,1.764
2023-10-27,-0.295
2023-10-28,0.999
2023-10-29,9.48
2023-10-30,1.276
2023-10-31,-0.057
2023-11-01,0.66
2023-11-02,0.592
2023-11-03,0.592
2023-11-04,0.592
2023-11-05,6.036
2023-11-06,2.74
2023-11-07,2.449
2023-11-08,1.482
2023-11-09,6.262
2023-11-10,1.646
2023-11-11,-0.359
2023-11-12,1.448
2023-11-13,-0.762
2023-11-14,4.823
2023-11-15,-8.626
2023-11-16,1.557
2023-11-17,-0.559
2023-11-18,7.274
2023-11-19,3.836
2023-11-20,-2.1585
2023-11-21,0.512
2023-11-22,0.512
2023-11-23,2.019
2023-11-24,2.019
2023-11-25,2.019
2023-11-26,3.834
2023-11-27,-0.29
2023-11-28,-0.29
2023-11-29,1.273
2023-11-30,2.44
2023-12-01,2.44
2023-12-02,2.44
2023-12-03,2.44
2023-12-04,2.44
2023-12-05,3.777
2023-12-06,3.777
2023-12-07,-1.585
2023-12-08,-1.585
2023-12-09,5.849
2023-12-10,5.849
2023-12-11,4.444
2023-12-12,8.126
2023-12-13,8.126
2023-12-14,8.126
2023-12-15,8.126
2023-12-16,1.325
2023-12-17,1.325
2023-12-18,-0.794
2023-12-19,11.352
2023-12-20,3.538
2023-12-21,-0.383
2023-12-22,-0.383
2023-12-23,-0.324
2023-12-24,-2.292
2023-12-25,-2.292
2023-12-26,8.588
2023-12-27,8.588
2023-12-28,-1.425
2023-12-29,-1.016
2023-12-30,-0.706
2023-12-31,-0.745
2024-01-01,-0.745
2024-01-02,-2.312
2024-01-03,-2.312
2024-01-04,-3.613
2024-01-05,-2.642
2024-01-06,-2.642
2024-01-07,-2.642
2024-01-08,-2.642
2024-01-09,4.581
2024-01-10,2.144
2024-01-11,1.93
2024-01-12,12.709
2024-01-13,3.021
2024-01-14,2.192
2024-01-15,2.192
2024-01-16,-0.359
2024-01-17,-0.359
2024-01-18,-0.359
2024-01-19,-0.359
2024-01-20,4.331
2024-01-21,-2.355
2024-01-22,-0.346
2024-01-23,-0.346
2024-01-24,-0.346
2024-01-25,-0.625
2024-01-26,-0.625
2024-01-27,-0.625
2024-01-28,-0.625
2024-01-29,-0.625
2024-01-30,-0.625
2024-01-31,1.377
2024-02-01,0.187
2024-02-02,0.187
2024-02-03,0.187
2024-02-04,3.178
2024-02-05,1.939
2024-02-06,-0.714
2024-02-07,-0.714
2024-02-08,-0.714
2024-02-09,3.933
2024-02-10,3.933
2024-02-11,3.933
2024-02-12,1.26
2024-02-13,5.686
2024-02-14,5.686
2024-02-15,3.852
2024-02-16,5.104
2024-02-17,3.687
2024-02-18,3.687
2024-02-19,3.687
2024-02-20,6.962
2024-02-21,2.122
2024-02-22,1.4
2024-02-23,1.4
2024-02-24,1.4
2024-02-25,1.4
2024-02-26,6.775
2024-02-27,1.467
2024-02-28,1.467
2024-02-29,1.467
2024-03-01,-1.228
2024-03-02,2.185
2024-03-03,-0.531
2024-03-04,0.535
2024-03-05,0.535
2024-03-06,3.287
2024-03-07,3.287
2024-03-08,1.599
2024-03-09,1.599
2024-03-10,1.599
2024-03-11,1.599
2024-03-12,1.599
2024-03-13,1.599
2024-03-14,1.599
2024-03-15,1.599
2024-03-16,1.599
2024-03-17,1.599
2024-03-18,3.654
2024-03-19,1.352
2024-03-20,-1.897
2024-03-21,-1.461
2024-03-22,-0.757
2024-03-23,-0.757
2024-03-24,-0.757
2024-03-25,-0.757
2024-03-26,1.488
2024-03-27,-5.439
2024-03-28,-5.439
2024-03-29,-0.254
2024-03-30,2.808
2024-03-31,4.453
2024-04-01,4.453
2024-04-02,1.568
2024-04-03,0.57
2024-04-04,2.944
2024-04-05,-5.455
2024-04-06,-5.455
2024-04-07,-5.455
2024-04-08,-5.455
2024-04-09,-5.455
2024-04-10,-5.455
2024-04-11,-5.455
2024-04-12,4.289
2024-04-13,-2.714
2024-04-14,0.278
2024-04-15,1.565
2024-04-16,3.685
2024-04-17,3.685
2024-04-18,-0.438
2024-04-19,0.222
2024-04-20,1.435
2024-04-21,1.435
2024-04-22,1.435
2024-04-23,1.435
2024-04-24,1.435
2024-04-25,1.435
2024-04-26,1.059
2024-04-27,-1.523
2024-04-28,2.9
2024-04-29,0.62
2024-04-30,0.112
2024-05-01,0.199
2024-05-02,8.539
2024-05-03,6.153
2024-05-04,1.672
2024-05-05,2.343
2024-05-06,3.149
2024-05-07,3.149
2024-05-08,-0.556
2024-05-09,3.673
2024-05-10,1.38
2024-05-11,0.347
2024-05-12,0.211
2024-05-13,1.707
2024-05-14,2.336
2024-05-15,3.258
2024-05-16,4.311
2024-05-17,-0.195
2024-05-18,-0.435
2024-05-19,3.809
2024-05-20,0.901
2024-05-21,0.453
2024-05-22,1.136
2024-05-23,-2.111
2024-05-24,3.327
2024-05-25,8.36
2024-05-26,4.924
2024-05-27,5.178
2024-05-28,0.77
2024-05-29,1.39
2024-05-30,-0.131
2024-05-31,0.01
2024-06-01,-0.658
2024-06-02,-0.658
2024-06-03,2.896
2024-06-04,7.587
2024-06-05,1.214
2024-06-06,5.668
2024-06-07,1.745
2024-06-08,1.012
2024-06-09,5.233
2024-06-10,2.251
2024-06-11,0.39
2024-06-12,3.099
2024-06-13,1.89
2024-06-14,-2.185
2024-06-15,-2.185
2024-06-16,4.992
2024-06-17,4.992
2024-06-18,-1.651
2024-06-19,2.801
2024-06-20,1.487
2024-06-21,3.474
2024-06-22,2.44
2024-06-23,2.44
2024-06-24,2.44
2024-06-25,2.68
2024-06-26,1.44
2024-06-27,2.876
2024-06-28,-0.115
2024-06-29,-1.724
2024-06-30,3.366
2024-07-01,3.366
2024-07-02,3.366
2024-07-03,3.366
2024-07-04,3.366
2024-07-05,-0.517
2024-07-06,6.953
2024-07-07,4.669
2024-07-08,7.477
2024-07-09,0.774
2024-07-10,3.771
2024-07-11,11.802
2024-07-12,3.254
2024-07-13,5.234
2024-07-14,2.367
2024-07-15,0.527
2024-07-16,0.2
2024-07-17,3.853
2024-07-18,3.174
2024-07-19,4.37
2024-07-20,4.211
2024-07-21,1.169
2024-07-22,2.232
2024-07-23,6.689
2024-07-24,2.537
2024-07-25,1.821
2024-07-26,5.025
2024-07-27,1.264
2024-07-28,0.464
2024-07-29,4.526
2024-07-30,1.645
2024-07-31,-1.193
2024-08-01,4.942
2024-08-02,0.882
2024-08-03,3.22
2024-08-04,5.413
2024-08-05,1.137
2024-08-06,0.144
2024-08-07,0.144
2024-08-08,0.437
2024-08-09,3.863
2024-08-10,3.993
2024-08-11,6.035
2024-08-12,6.035
2024-08-13,4.325
2024-08-14,3.656
2024-08-15,0.238
2024-08-16,0.586
2024-08-17,0.765
2024-08-18,2.974
2024-08-19,5.745
2024-08-20,1.748
2024-08-21,0.818
2024-08-22,0.818
2024-08-23,7.638
2024-08-24,4.315
2024-08-25,3.731
2024-08-26,1.336
2024-08-27,2.908
2024-08-28,2.908
2024-08-29,1.812
2024-08-30,4.923
2024-08-31,1.033
2024-09-01,7.21
2024-09-02,7.84
2024-09-03,2.354
2024-09-04,-0.099
2024-09-05,3.296
2024-09-06,4.299
2024-09-07,0.631
2024-09-08,8.258
2024-09-09,0.348
2024-09-10,0.348
2024-09-11,1.914
2024-09-12,2.397
2024-09-13,2.019
2024-09-14,1.182
2024-09-15,3.58
2024-09-16,1.222
2024-09-17,1.105
2024-09-18,2.692
2024-09-19,12.693
